index,SubmissionDate,start_time,end_time,today_date,deviceid,phonenumber,email,username,report_full_date,location-region,location-district,location-facility,name-facility_if_not_listed,tally-report_month,tally-total_patients,tally-total_visits,tally-total_vials,comments,meta-instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits,FormVersion,region_name,tangis_region_id,district_council_name,tangis_district_council_id,facility_name,tangis_facility_id
31,2025-04-30T08:02:38.011Z,2025-04-30T11:01:18.044+03:00,2025-04-30T11:02:16.192+03:00,2025-04-30,collect:zDeDAjKe6ZWGdSUh,,,audrey,2025-04-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Kilosa District Council|6fa70eb9-2912-497c-ac9f-426f5fd4ddd8,Kidodi Health Center|ae23b864-23b1-419a-8705-605dd9e74ee0,,Apr (4/2025),3,12,163,,uuid:115e7b58-cc1b-42fe-ab39-4f12108deb30,uuid:115e7b58-cc1b-42fe-ab39-4f12108deb30,47,Human Health Workers,0,0,,,collect:pyC5wWVBO9TE68a1,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Kilosa District Council,6fa70eb9-2912-497c-ac9f-426f5fd4ddd8,Weimaraner Health Center,ae23b864-23b1-419a-8705-605dd9e74ee0
32,2025-04-30T08:02:37.867Z,2025-04-30T10:59:29.709+03:00,2025-04-30T11:01:14.961+03:00,2025-04-30,collect:fs5yjPrkHSugLKnN,,,audrey,2025-03-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Kilosa District Council|6fa70eb9-2912-497c-ac9f-426f5fd4ddd8,Kidodi Health Center|ae23b864-23b1-419a-8705-605dd9e74ee0,,Mar (3/2025),43,52,26,,uuid:60b9500a-b0a2-402c-a5be-aa4ee858b3ed,uuid:60b9500a-b0a2-402c-a5be-aa4ee858b3ed,47,Human Health Workers,0,0,,,collect:AgM5FFnmwxt2Jhyy,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Kilosa District Council,6fa70eb9-2912-497c-ac9f-426f5fd4ddd8,Basset Hound Health Center,ae23b864-23b1-419a-8705-605dd9e74ee0
33,2025-04-30T08:02:37.707Z,2025-04-30T10:56:41.037+03:00,2025-04-30T10:59:14.635+03:00,2025-04-30,collect:yfmddoexGRpqPR7x,,,audrey,2025-02-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Kilosa District Council|6fa70eb9-2912-497c-ac9f-426f5fd4ddd8,Kidodi Health Center|ae23b864-23b1-419a-8705-605dd9e74ee0,,Feb (2/2025),19,72,275,,uuid:6b1aef7c-a0ee-4064-8cfc-0bf45addd961,uuid:6b1aef7c-a0ee-4064-8cfc-0bf45addd961,47,Human Health Workers,0,0,,,collect:F53mEMz4h5YAJcD1,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Kilosa District Council,6fa70eb9-2912-497c-ac9f-426f5fd4ddd8,Cocker Spaniel Health Center,ae23b864-23b1-419a-8705-605dd9e74ee0
34,2025-04-30T08:02:37.576Z,2025-04-30T10:51:09.958+03:00,2025-04-30T10:56:30.306+03:00,2025-04-30,collect:BHK9jB5y4KtNxQIf,,,audrey,2025-01-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Kilosa District Council|6fa70eb9-2912-497c-ac9f-426f5fd4ddd8,Kidodi Health Center|ae23b864-23b1-419a-8705-605dd9e74ee0,,Jan (1/2025),16,60,221,,uuid:f42e1d91-36a4-4b76-b230-0b1ccd4e2d65,uuid:f42e1d91-36a4-4b76-b230-0b1ccd4e2d65,47,Human Health Workers,0,0,,,collect:iDOLK87QonGmTGDX,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Kilosa District Council,6fa70eb9-2912-497c-ac9f-426f5fd4ddd8,Poodle Health Center,ae23b864-23b1-419a-8705-605dd9e74ee0
35,2025-04-29T12:39:02.528Z,2025-04-29T15:38:09.956+03:00,2025-04-29T15:39:01.374+03:00,2025-04-29,collect:8v3KMlHCfTjMwVnT,,,audrey,2025-03-30,Lindi|322f9ce5-a582-469e-b188-4cc5b37837e0,Nachingwea District Council|82af2f56-d49d-443c-8e26-8c603a202f45,Mnero Hospital|5598ddb6-9b8f-4e96-a2de-336cde312293,,Mar (3/2025),22,16,54,,uuid:0619729f-c1f9-4b6a-b495-20f1df1b3b60,uuid:0619729f-c1f9-4b6a-b495-20f1df1b3b60,47,Human Health Workers,0,0,,,collect:MgnW3mbZjWYdpVxd,0,2025-03-03-malamute,Lindi,322f9ce5-a582-469e-b188-4cc5b37837e0,Nachingwea District Council,82af2f56-d49d-443c-8e26-8c603a202f45,Saint Bernard Health Center,5598ddb6-9b8f-4e96-a2de-336cde312293
36,2025-04-29T09:09:35.406Z,2025-04-29T12:08:19.700+03:00,2025-04-29T12:09:30.853+03:00,2025-04-29,collect:eX34e1aXXMCTmDs1,,,audrey,2025-04-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council|40f82320-c30c-4030-8513-5ff75f38e664,Muriba Health Center|aa8b3ba0-e96a-435c-bd72-ae978b08bf32,,Apr (4/2025),7,17,177,,uuid:b1f7ba1d-c669-4537-a0e2-28e3ccfaa5fa,uuid:b1f7ba1d-c669-4537-a0e2-28e3ccfaa5fa,47,Human Health Workers,0,0,,,collect:stAJMSgpPNGyNtWi,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council,40f82320-c30c-4030-8513-5ff75f38e664,Greyhound Health Center,aa8b3ba0-e96a-435c-bd72-ae978b08bf32
37,2025-04-28T07:55:56.926Z,2025-04-28T10:55:09.967+03:00,2025-04-28T10:55:50.112+03:00,2025-04-28,collect:kqCXcPJmh5BNvF3A,,,audrey,2025-03-01,Mtwara|d7065a46-0e02-44bb-8dce-0ef3e7a9105c,Mtwara Municipal Council|5de7db1c-d1a7-416e-a1ee-1de2052b3d0c,Likombe Health Center|d2e19b72-549c-4d3a-a479-01b8c70ebe68,,Mar (3/2025),25,13,294,,uuid:5597ba72-379b-4aa4-aa53-c6086f1edb54,uuid:5597ba72-379b-4aa4-aa53-c6086f1edb54,47,Human Health Workers,0,0,,,collect:9qT3iuKvzwB5iAux,0,2025-03-03-malamute,Mtwara,d7065a46-0e02-44bb-8dce-0ef3e7a9105c,Mtwara Municipal Council,5de7db1c-d1a7-416e-a1ee-1de2052b3d0c,Saint Bernard Health Center,d2e19b72-549c-4d3a-a479-01b8c70ebe68
38,2025-04-24T09:04:05.646Z,2025-04-24T12:02:05.521+03:00,2025-04-24T12:03:57.336+03:00,2025-04-24,collect:UJDgsXYQiU1BQTiZ,,,audrey,2025-03-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council|7260f519-60da-4d98-b694-f274634cb717,Morogoro Regional Hospital|bb95aa47-4db5-4bba-9831-286ed947f7d1,,Mar (3/2025),20,73,291,,uuid:d9379166-5787-47c2-95be-16ce4e1f37ff,uuid:d9379166-5787-47c2-95be-16ce4e1f37ff,47,Human Health Workers,0,0,,,collect:oP124W2xJ4gs7aBX,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council,7260f519-60da-4d98-b694-f274634cb717,Saint Bernard Health Center,bb95aa47-4db5-4bba-9831-286ed947f7d1
39,2025-04-17T09:16:50.543Z,2025-04-17T12:00:47.204+03:00,2025-04-17T12:16:48.145+03:00,2025-04-17,collect:dInxK5SL7bNtIQqw,,,audrey,2025-01-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro District Council|aa1bf95c-0645-40bf-bc74-830cf2e7a341,Ngerengere Health Center|2e8792f6-e27c-4c54-acd8-50c0427932b1,,Jan (1/2025),0,25,252,,uuid:ee5b401e-d771-495e-8e3c-86f0547b46fd,uuid:ee5b401e-d771-495e-8e3c-86f0547b46fd,47,Human Health Workers,0,0,,,collect:3RSlhigU0u4ezfYw,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro District Council,aa1bf95c-0645-40bf-bc74-830cf2e7a341,Weimaraner Health Center,2e8792f6-e27c-4c54-acd8-50c0427932b1
40,2025-04-17T08:59:16.933Z,2025-04-17T11:54:48.807+03:00,2025-04-17T11:59:14.494+03:00,2025-04-17,collect:jW1FvaO1oiuswDEY,,,audrey,2025-02-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro District Council|aa1bf95c-0645-40bf-bc74-830cf2e7a341,Ngerengere Health Center|2e8792f6-e27c-4c54-acd8-50c0427932b1,,Feb (2/2025),39,41,27,,uuid:c440f057-7cb3-4b67-be50-de99859c5152,uuid:c440f057-7cb3-4b67-be50-de99859c5152,47,Human Health Workers,0,0,,,collect:aVLWspPYhNsZj3Uc,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro District Council,aa1bf95c-0645-40bf-bc74-830cf2e7a341,Bloodhound Health Center,2e8792f6-e27c-4c54-acd8-50c0427932b1
41,2025-04-17T08:54:33.667Z,2025-04-15T10:45:52.494+03:00,2025-04-17T11:54:31.105+03:00,2025-04-15,collect:UWvq4EGSWDtlVhGT,,,audrey,2025-03-16,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro District Council|aa1bf95c-0645-40bf-bc74-830cf2e7a341,Ngerengere Health Center|2e8792f6-e27c-4c54-acd8-50c0427932b1,,Mar (3/2025),1,100,151,,uuid:04ec7dd2-e47b-4c66-88fa-0e45d3faf77b,uuid:04ec7dd2-e47b-4c66-88fa-0e45d3faf77b,47,Human Health Workers,0,0,,,collect:H7bfyh3go8qCKOVc,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro District Council,aa1bf95c-0645-40bf-bc74-830cf2e7a341,Springer Spaniel Health Center,2e8792f6-e27c-4c54-acd8-50c0427932b1
42,2025-04-16T07:29:23.054Z,2025-04-16T09:34:46.605+03:00,2025-04-16T10:29:20.361+03:00,2025-04-16,collect:g0ghHqMwKVPLpoja,,,audrey,2025-03-01,Arusha|96099ae8-7517-4da2-a26f-8130825e1e5f,Arusha City Council|79db1221-30e9-45be-98cf-dd1ef186282c,Kaloreni Health Center|cfad8a1d-76d7-4c09-a794-6574693e77f9,,Mar (3/2025),35,75,38,,uuid:d11beb6d-a222-4d62-a597-6424937d9f13,uuid:d11beb6d-a222-4d62-a597-6424937d9f13,47,Human Health Workers,0,0,,,collect:fBexpgOKaMo3bWyr,0,2025-03-03-malamute,Arusha,96099ae8-7517-4da2-a26f-8130825e1e5f,Arusha City Council,79db1221-30e9-45be-98cf-dd1ef186282c,Akita Health Center,cfad8a1d-76d7-4c09-a794-6574693e77f9
43,2025-04-16T06:34:49.695Z,2025-04-16T09:31:16.978+03:00,2025-04-16T09:34:39.490+03:00,2025-04-16,collect:nrGkUgJdgZHTkuFF,,,audrey,2025-02-01,Arusha|96099ae8-7517-4da2-a26f-8130825e1e5f,Arusha City Council|79db1221-30e9-45be-98cf-dd1ef186282c,Kaloreni Health Center|cfad8a1d-76d7-4c09-a794-6574693e77f9,,Feb (2/2025),20,66,155,,uuid:98881af5-2a5d-4c50-943b-80f2d6904d80,uuid:98881af5-2a5d-4c50-943b-80f2d6904d80,47,Human Health Workers,0,0,,,collect:mglVlf1bBiJL4swP,0,2025-03-03-malamute,Arusha,96099ae8-7517-4da2-a26f-8130825e1e5f,Arusha City Council,79db1221-30e9-45be-98cf-dd1ef186282c,Basset Hound Health Center,cfad8a1d-76d7-4c09-a794-6574693e77f9
44,2025-04-16T06:34:42.560Z,2025-04-16T09:28:35.692+03:00,2025-04-16T09:31:01.234+03:00,2025-04-16,collect:b9WRiCZaHswgb717,,,audrey,2025-01-01,Arusha|96099ae8-7517-4da2-a26f-8130825e1e5f,Arusha City Council|79db1221-30e9-45be-98cf-dd1ef186282c,Kaloreni Health Center|cfad8a1d-76d7-4c09-a794-6574693e77f9,,Jan (1/2025),14,22,226,,uuid:75e9aa8a-abc8-4e20-af54-25ae1f978066,uuid:75e9aa8a-abc8-4e20-af54-25ae1f978066,47,Human Health Workers,0,0,,,collect:85GJUC6ZCov0peLf,0,2025-03-03-malamute,Arusha,96099ae8-7517-4da2-a26f-8130825e1e5f,Arusha City Council,79db1221-30e9-45be-98cf-dd1ef186282c,Cavalier King Charles Spaniel Health Center,cfad8a1d-76d7-4c09-a794-6574693e77f9
45,2025-04-15T16:08:57.880Z,2025-04-15T12:41:13.978+03:00,2025-04-15T19:03:29.414+03:00,2025-04-15,collect:m2i7hHJsmWOa63W3,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Rorya District Council|f3808edc-a6d4-4b36-927f-c529fb37fe3c,Shirati Hospital|6c52cb10-a706-4d8c-b06a-d68b47710b12,,Mar (3/2025),20,82,11,,uuid:843791a2-df65-4522-b0c9-eca92b786103,uuid:843791a2-df65-4522-b0c9-eca92b786103,47,Human Health Workers,0,0,,,collect:JFzZDlBAJ5YGBCOn,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Rorya District Council,f3808edc-a6d4-4b36-927f-c529fb37fe3c,Rottweiler Health Center,6c52cb10-a706-4d8c-b06a-d68b47710b12
46,2025-04-14T12:36:08.906Z,2025-04-14T15:02:15.250+03:00,2025-04-14T15:36:07.153+03:00,2025-04-14,collect:WKskbSQ41trzw06g,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Bunda Town Council|561147d7-2555-4cba-8290-7d8fc0562806,Bunda Designated District Hospital|d7d0a56d-f5cc-4032-9817-4fcf2a9ae1df,,Mar (3/2025),19,92,255,,uuid:d8d3bc54-2379-44c1-9c96-caf9a48f8c9e,uuid:d8d3bc54-2379-44c1-9c96-caf9a48f8c9e,47,Human Health Workers,0,0,,,collect:oSD2g480LjT1K1Rc,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Bunda Town Council,561147d7-2555-4cba-8290-7d8fc0562806,Saint Bernard Health Center,d7d0a56d-f5cc-4032-9817-4fcf2a9ae1df
47,2025-04-11T11:54:24.434Z,2025-04-11T14:53:42.025+03:00,2025-04-11T14:54:23.237+03:00,2025-04-11,collect:DmPC6zGK4DR9P3VY,,,audrey,2025-03-12,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Musoma Municipal Council|49ae3d10-712f-4b30-8bbd-ab38a4864166,Musoma Regional Hospital|90d776ec-f6c6-4b7e-9062-a461b8287618,,Mar (3/2025),13,55,85,,uuid:188c60d7-c7d7-4817-bb24-e4e417e67ac0,uuid:188c60d7-c7d7-4817-bb24-e4e417e67ac0,47,Human Health Workers,0,0,,,collect:iLMCq9M9NDVcxwme,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Musoma Municipal Council,49ae3d10-712f-4b30-8bbd-ab38a4864166,Siberian Husky Health Center,90d776ec-f6c6-4b7e-9062-a461b8287618
48,2025-04-10T06:49:42.333Z,2025-03-28T09:17:52.048+03:00,2025-04-10T09:49:21.775+03:00,2025-03-28,collect:WZ9pBO77rBnuyZDn,,,audrey,2025-03-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro District Council|aa1bf95c-0645-40bf-bc74-830cf2e7a341,Dutumi Health Center|9c4df0b2-408a-4e57-9662-85c957b6dbb8,,Mar (3/2025),45,85,51,,uuid:5e737fef-d190-4173-a4c6-2ac97ac8734f,uuid:5e737fef-d190-4173-a4c6-2ac97ac8734f,47,Human Health Workers,0,0,,,collect:hIPNoiFv3h9PFD9W,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro District Council,aa1bf95c-0645-40bf-bc74-830cf2e7a341,Poodle Health Center,9c4df0b2-408a-4e57-9662-85c957b6dbb8
49,2025-04-09T11:05:20.982Z,2025-04-09T14:02:09.657+03:00,2025-04-09T14:05:09.134+03:00,2025-04-09,collect:qdKcscOvSguUMG0o,,,audrey,2025-03-10,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Musoma District Council|29ae42c2-8c04-4f7b-ae0f-912045eb67d9,Masinono Dispensary|c8cb9711-2adb-425b-ace5-d38d510a7e9a,,Mar (3/2025),6,2,20,,uuid:23d0876e-86ee-4df3-93c2-9f5f6f637237,uuid:23d0876e-86ee-4df3-93c2-9f5f6f637237,47,Human Health Workers,0,0,,,collect:vpb36LfbMjbIcNx2,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Musoma District Council,29ae42c2-8c04-4f7b-ae0f-912045eb67d9,Pit Bull Health Center,c8cb9711-2adb-425b-ace5-d38d510a7e9a
50,2025-04-09T09:47:38.351Z,2025-04-08T12:22:13.844+03:00,2025-04-08T12:26:44.002+03:00,2025-04-08,collect:nuUFFbykdggHU4th,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Butiama District Council|fa96fd01-f1f8-4df1-b512-f90844f85aaa,Buhemba Health Center|05dd6f2f-ad1a-472f-a55b-4155b150bd53,,Mar (3/2025),20,57,133,,uuid:2140efb0-9cfc-44a9-9ae0-ca50d59d193b,uuid:2140efb0-9cfc-44a9-9ae0-ca50d59d193b,47,Human Health Workers,0,0,,,collect:2PJqPbusJQvrD3VT,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Butiama District Council,fa96fd01-f1f8-4df1-b512-f90844f85aaa,Bernese Mountain Dog Health Center,05dd6f2f-ad1a-472f-a55b-4155b150bd53
51,2025-04-09T09:27:12.347Z,2025-04-09T12:19:53.482+03:00,2025-04-09T12:24:28.334+03:00,2025-04-09,collect:UCYFa3Slr7l36Jpm,,,audrey,2025-03-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council|7260f519-60da-4d98-b694-f274634cb717,Mafiga Health Center|99407b76-b181-4483-849b-ecb91e4ee494,,Mar (3/2025),32,97,8,,uuid:bb015fe7-1c19-4b60-b6b4-b56fdda28846,uuid:bb015fe7-1c19-4b60-b6b4-b56fdda28846,47,Human Health Workers,0,0,,,collect:HmWYUYhbjswfwX3T,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council,7260f519-60da-4d98-b694-f274634cb717,Doberman Health Center,99407b76-b181-4483-849b-ecb91e4ee494
52,2025-04-09T09:20:36.592Z,2025-04-09T11:50:42.894+03:00,2025-04-09T12:20:22.361+03:00,2025-04-09,collect:A02g7kijMACySMmR,,,audrey,2025-03-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council|7260f519-60da-4d98-b694-f274634cb717,Mwembesongo Dispensary|f9e85005-0319-490a-9e7b-3ca16ca8c4c5,,Mar (3/2025),14,59,33,,uuid:4e33b324-5508-4df8-8be0-f60f3f5db484,uuid:4e33b324-5508-4df8-8be0-f60f3f5db484,47,Human Health Workers,0,0,,,collect:loz4qYQGaRpyQklX,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council,7260f519-60da-4d98-b694-f274634cb717,Whippet Health Center,f9e85005-0319-490a-9e7b-3ca16ca8c4c5
53,2025-04-09T08:14:40.250Z,2025-04-09T11:13:22.101+03:00,2025-04-09T11:14:39.575+03:00,2025-04-09,collect:bQeVNKzOuYsU9h2i,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Musoma District Council|29ae42c2-8c04-4f7b-ae0f-912045eb67d9,Murangi Health Center|c72bacbb-0aa3-4f4b-a430-8ae6fce355c9,,Mar (3/2025),5,59,220,,uuid:59a07c18-1f8b-4bad-b7d2-8d469b6d6eaf,uuid:59a07c18-1f8b-4bad-b7d2-8d469b6d6eaf,47,Human Health Workers,0,0,,,collect:PBQVPRrOa4wwq6Be,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Musoma District Council,29ae42c2-8c04-4f7b-ae0f-912045eb67d9,Pomeranian Health Center,c72bacbb-0aa3-4f4b-a430-8ae6fce355c9
54,2025-04-09T07:55:45.943Z,2025-04-09T10:52:06.421+03:00,2025-04-09T10:55:42.354+03:00,2025-04-09,collect:w8xQ4h2euqMnryr2,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime Town Council|8fe9b137-a430-4de6-8fa9-2426c4b3dadc,Tarime District Hospital|b0640cb9-26c6-4a78-b497-c4237c24dfb4,,Mar (3/2025),19,35,102,,uuid:214b360b-4121-49e4-b02f-d87e63d677ae,uuid:214b360b-4121-49e4-b02f-d87e63d677ae,47,Human Health Workers,0,0,,,collect:wKLI3L8QEBySF3Tr,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime Town Council,8fe9b137-a430-4de6-8fa9-2426c4b3dadc,Afghan Hound Health Center,b0640cb9-26c6-4a78-b497-c4237c24dfb4
55,2025-04-09T06:10:00.424Z,2025-04-09T08:39:06.984+03:00,2025-04-09T09:08:17.597+03:00,2025-04-09,collect:akq6dyyBfrFtrHUH,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Rorya District Council|f3808edc-a6d4-4b36-927f-c529fb37fe3c,Kinesi Health Center|2fd71139-d799-4506-8e9b-813647bff89d,,Mar (3/2025),25,10,152,,uuid:4294bb25-3fdd-4022-b9f2-728474305788,uuid:4294bb25-3fdd-4022-b9f2-728474305788,47,Human Health Workers,0,0,,,collect:4kLmmYJfwgBYOe7s,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Rorya District Council,f3808edc-a6d4-4b36-927f-c529fb37fe3c,Rottweiler Health Center,2fd71139-d799-4506-8e9b-813647bff89d
56,2025-04-09T05:56:00.037Z,2025-04-09T08:44:48.055+03:00,2025-04-09T08:54:43.225+03:00,2025-04-09,collect:TMm2KTZchU3PAGmz,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council|40f82320-c30c-4030-8513-5ff75f38e664,Nyamwaga Hospital|3ddea8e4-a650-44c0-a22a-8d6cf31f9809,,Mar (3/2025),44,28,229,,uuid:f4d8ebab-7be0-401d-9702-b96acd4b32f1,uuid:f4d8ebab-7be0-401d-9702-b96acd4b32f1,47,Human Health Workers,0,0,,,collect:rltakPbJBxCD95aI,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council,40f82320-c30c-4030-8513-5ff75f38e664,Cavalier King Charles Spaniel Health Center,3ddea8e4-a650-44c0-a22a-8d6cf31f9809
57,2025-04-09T05:55:33.337Z,2025-04-02T16:55:48.972+03:00,2025-04-02T16:58:04.485+03:00,2025-04-02,collect:vUaro3onB6qG5PUS,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council|40f82320-c30c-4030-8513-5ff75f38e664,Nyamwaga Hospital|3ddea8e4-a650-44c0-a22a-8d6cf31f9809,,Mar (3/2025),2,16,293,,uuid:9a75cc75-892d-4b55-81c6-74ab817d14d2,uuid:9a75cc75-892d-4b55-81c6-74ab817d14d2,47,Human Health Workers,0,0,,,collect:TS0Ea0E0anUycPTy,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council,40f82320-c30c-4030-8513-5ff75f38e664,Maltese Health Center,3ddea8e4-a650-44c0-a22a-8d6cf31f9809
58,2025-04-08T15:15:20.791Z,2025-03-26T11:25:57.817+03:00,2025-04-08T18:15:21.430+03:00,2025-03-26,collect:1LZnkZnlYLu4AGff,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Butiama District Council|fa96fd01-f1f8-4df1-b512-f90844f85aaa,Kiagata Health Center|5e91c135-b6f0-421f-8974-63453218df24,,Mar (3/2025),14,53,253,,uuid:38f10afa-68c5-4419-8f04-05ba44cf3c6f,uuid:38f10afa-68c5-4419-8f04-05ba44cf3c6f,47,Human Health Workers,0,0,,,collect:QRRUd11jtKqJRc27,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Butiama District Council,fa96fd01-f1f8-4df1-b512-f90844f85aaa,Shih Tzu Health Center,5e91c135-b6f0-421f-8974-63453218df24
59,2025-04-08T14:57:14.999Z,2025-04-08T17:56:22.538+03:00,2025-04-08T17:57:12.202+03:00,2025-04-08,collect:L12NU5613qN99peL,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council|40f82320-c30c-4030-8513-5ff75f38e664,Muriba Health Center|aa8b3ba0-e96a-435c-bd72-ae978b08bf32,,Mar (3/2025),33,47,215,,uuid:f350d7e1-1efc-432b-a09a-8fe8340eed09,uuid:f350d7e1-1efc-432b-a09a-8fe8340eed09,47,Human Health Workers,0,0,,,collect:1IVqIoqMlbgUdRnG,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council,40f82320-c30c-4030-8513-5ff75f38e664,Irish Setter Health Center,aa8b3ba0-e96a-435c-bd72-ae978b08bf32
60,2025-04-08T11:11:50.915Z,2025-04-08T14:09:27.418+03:00,2025-04-08T14:11:49.194+03:00,2025-04-08,collect:JoFHsl2orOQcvFH7,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Bunda Town Council|561147d7-2555-4cba-8290-7d8fc0562806,Manyamanyama Health Center|9471a3e5-bade-42e7-8020-ce4f6a5d0731,,Mar (3/2025),26,43,184,,uuid:0d7d0024-4c1d-46c1-b9fb-9e12d18eafdb,uuid:0d7d0024-4c1d-46c1-b9fb-9e12d18eafdb,47,Human Health Workers,0,0,,,collect:cVd3CqwEw9ZK1mRA,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Bunda Town Council,561147d7-2555-4cba-8290-7d8fc0562806,Papillon Health Center,9471a3e5-bade-42e7-8020-ce4f6a5d0731
61,2025-04-06T07:36:43.769Z,2025-04-03T12:04:25.311+03:00,2025-04-03T12:05:36.327+03:00,2025-04-03,collect:OIg8f3fL4gahJLDl,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Bunda District Council|67dbcf59-e885-42f9-8ae5-e7724c669c98,Kisorya Health Center|e5c0cae0-01e8-46c1-81b8-6c6fc74b24de,,Mar (3/2025),46,65,16,,uuid:02c48764-5886-47ec-8b3f-55ef8150ed45,uuid:02c48764-5886-47ec-8b3f-55ef8150ed45,47,Human Health Workers,0,0,,,collect:XfeK6sfLYqoMBeJg,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Bunda District Council,67dbcf59-e885-42f9-8ae5-e7724c669c98,Pomeranian Health Center,e5c0cae0-01e8-46c1-81b8-6c6fc74b24de
